complaint_id,institution_id,received_date,complainant_doc_type,product_category,channel,motivo_code,severity,description_text,description_language,complainant_age_range,complainant_district,submission_method,original_reference_id,resolution_status
COP-2026-0000089,SBS-005678,2026-03-03,PASAPORTE,SEGUROS,APP_MOVIL,COBRO_INDEBIDO,HIGH,El cobro de membresía anual en mi seguro por S/ 635.99 no estaba acordado. Pido la devolución y aclaración de los términos.,es,35_44,150115,CAJERO,,pendiente
COP-2026-0000090,SBS-005678,2026-02-21,RUC,AFP_PENSIONES,APP_MOVIL,DEMORA_ATENCION,LOW,Mi fondo de pensiones reporta movimientos que yo no he realizado por un total de S/ 435.38. Reporté el caso por la app móvil pero no he recibido respuesta de COOPAC_DEMO_002.,es,55_64,070101,WEB,,pendiente
COP-2026-0000091,SBS-005678,2026-05-20,PASAPORTE,CREDITOS,TELEFONO,COBRO_INDEBIDO,LOW,El 2026-05-20 realicé un retiro por la línea telefónica de 248.42 soles y nunca recibí el dinero. COOPAC_DEMO_002 dice que la operación fue exitosa pero no es así.,es,UNDER_25,040106,AGENCIA,,pendiente
COP-2026-0000092,SBS-005678,2026-02-21,DNI,AFP_PENSIONES,WEB,COBRO_INDEBIDO,LOW,El cobro de membresía anual en mi fondo de pensiones por S/ 179.96 no estaba acordado. Pido la devolución y aclaración de los términos.,es,35_44,140101,WEB,,pendiente
COP-2026-0000093,SBS-005678,2026-04-30,CE,TARJETA_DEBITO,APP_MOVIL,DEMORA_ATENCION,LOW,Solicité información sobre comisiones en mi tarjeta de débito el 2026-04-30. La información que me proporcionó COOPAC_DEMO_002 no coincide con lo que aparece en el contrato firmado.,es,35_44,150102,AGENCIA,,pendiente
COP-2026-0000094,SBS-005678,2026-03-25,RUC,CREDITOS,APP_MOVIL,DEMORA_ATENCION,HIGH,El día 2026-03-25 intenté realizar una operación de 3130.84 soles por la app móvil y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,OVER_64,150107,WEB,,pendiente
COP-2026-0000095,SBS-005678,2026-02-24,PASAPORTE,CREDITOS,WEB,COBRO_INDEBIDO,MEDIUM,El día 2026-02-24 intenté realizar una operación de 282.14 soles por la web y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,45_54,150101,AGENCIA,,pendiente
COP-2026-0000096,SBS-005678,2026-04-03,DNI,TARJETA_DEBITO,APP_MOVIL,COBRO_INDEBIDO,LOW,El cobro de membresía anual en mi tarjeta de débito por S/ 1673.19 no estaba acordado. Pido la devolución y aclaración de los términos.,es,UNDER_25,040106,POS,,pendiente
COP-2026-0000097,SBS-005678,2026-03-04,DNI,CREDITOS,TELEFONO,COBRO_INDEBIDO,MEDIUM,Mi crédito reporta movimientos que yo no he realizado por un total de S/ 196.29. Reporté el caso por la línea telefónica pero no he recibido respuesta de COOPAC_DEMO_002.,es,25_34,040106,CAJERO,,pendiente
COP-2026-0000098,SBS-005678,2026-02-20,DNI,CREDITOS,APP_MOVIL,OPERACION_NO_RECONOCIDA,CRITICAL,Mi crédito reporta movimientos que yo no he realizado por un total de S/ 521.70. Reporté el caso por la app móvil pero no he recibido respuesta de COOPAC_DEMO_002.,es,35_44,150107,APP_MOVIL,,pendiente
COP-2026-0000099,SBS-005678,2026-04-15,RUC,AFP_PENSIONES,TELEFONO,COBRO_INDEBIDO,LOW,El 2026-04-15 realicé un retiro por la línea telefónica de 123.42 soles y nunca recibí el dinero. COOPAC_DEMO_002 dice que la operación fue exitosa pero no es así.,es,OVER_64,150115,APP_MOVIL,,pendiente
COP-2026-0000100,SBS-005678,2026-03-11,CE,SEGUROS,AGENCIA,CALIDAD_SERVICIO,HIGH,Hay una demora excesiva en la atención de mi solicitud sobre seguro. Llevo más de 30 días esperando respuesta sobre el cargo de 172.11.,es,25_34,140101,AGENCIA,,pendiente
COP-2026-0000101,SBS-005678,2026-04-07,CE,TARJETA_CREDITO,APP_MOVIL,OPERACION_NO_RECONOCIDA,LOW,"COOPAC_DEMO_002 aplicó intereses no informados a mi tarjeta de crédito, lo que sumó S/ 2846.62 adicionales en el último estado de cuenta del 2026-04-07.",es,UNDER_25,150133,WEB,,pendiente
COP-2026-0000102,SBS-005678,2026-03-14,CE,CREDITOS,AGENCIA,CALIDAD_SERVICIO,LOW,Realicé una transferencia por agencia el 2026-03-14 por S/ 402.93. El dinero salió de mi cuenta pero no llegó al destinatario.,es,UNDER_25,040106,WEB,,pendiente
COP-2026-0000103,SBS-005678,2026-04-17,DNI,TARJETA_CREDITO,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,HIGH,Me cancelaron mi tarjeta de crédito sin previo aviso el 2026-04-17. Necesito conocer los motivos y recuperar el saldo de 359.56 soles.,es,45_54,150133,APP_MOVIL,,pendiente
COP-2026-0000104,SBS-005678,2026-03-26,PASAPORTE,DEPOSITOS,WEB,INCUMPLIMIENTO_CONTRATO,HIGH,Hay una demora excesiva en la atención de mi solicitud sobre cuenta de depósitos. Llevo más de 30 días esperando respuesta sobre el cargo de 512.25.,es,45_54,040101,AGENCIA,,pendiente
COP-2026-0000105,SBS-005678,2026-04-20,DNI,AFP_PENSIONES,WEB,COBRO_INDEBIDO,HIGH,"La publicidad de mi fondo de pensiones prometía cero comisiones, pero el 2026-04-20 me cobraron S/ 268.72 por mantenimiento. Esto es publicidad engañosa.",es,55_64,150101,CAJERO,,pendiente
COP-2026-0000106,SBS-005678,2026-04-13,PASAPORTE,DEPOSITOS,AGENCIA,DEMORA_ATENCION,HIGH,El cobro de membresía anual en mi cuenta de depósitos por S/ 378.99 no estaba acordado. Pido la devolución y aclaración de los términos.,es,45_54,150133,APP_MOVIL,,pendiente
COP-2026-0000107,SBS-005678,2026-05-05,PASAPORTE,CREDITOS,APP_MOVIL,OPERACION_NO_RECONOCIDA,MEDIUM,El cobro de membresía anual en mi crédito por S/ 536.68 no estaba acordado. Pido la devolución y aclaración de los términos.,es,35_44,150133,POS,,pendiente
COP-2026-0000108,SBS-005678,2026-02-27,CE,SEGUROS,WEB,INCUMPLIMIENTO_CONTRATO,HIGH,Realicé una transferencia por la web el 2026-02-27 por S/ 141.30. El dinero salió de mi cuenta pero no llegó al destinatario.,es,UNDER_25,150101,WEB,,pendiente
COP-2026-0000109,SBS-005678,2026-03-25,PASAPORTE,CREDITOS,APP_MOVIL,DEMORA_ATENCION,CRITICAL,"COOPAC_DEMO_002 aplicó intereses no informados a mi crédito, lo que sumó S/ 568.78 adicionales en el último estado de cuenta del 2026-03-25.",es,OVER_64,150133,APP_MOVIL,,pendiente
COP-2026-0000110,SBS-005678,2026-04-18,CE,TARJETA_CREDITO,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,LOW,"COOPAC_DEMO_002 aplicó intereses no informados a mi tarjeta de crédito, lo que sumó S/ 1020.84 adicionales en el último estado de cuenta del 2026-04-18.",es,35_44,070101,POS,,pendiente
COP-2026-0000111,SBS-005678,2026-03-26,CE,TARJETA_CREDITO,APP_MOVIL,COBRO_INDEBIDO,HIGH,Solicité información sobre comisiones en mi tarjeta de crédito el 2026-03-26. La información que me proporcionó COOPAC_DEMO_002 no coincide con lo que aparece en el contrato firmado.,es,35_44,040106,WEB,,pendiente
COP-2026-0000112,SBS-005678,2026-03-31,PASAPORTE,TARJETA_CREDITO,AGENCIA,INCUMPLIMIENTO_CONTRATO,CRITICAL,El día 2026-03-31 intenté realizar una operación de 507.34 soles por agencia y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,OVER_64,040106,WEB,,pendiente
COP-2026-0000113,SBS-005678,2026-03-29,DNI,CREDITOS,TELEFONO,DEMORA_ATENCION,MEDIUM,El 2026-03-29 realicé un retiro por la línea telefónica de 119.31 soles y nunca recibí el dinero. COOPAC_DEMO_002 dice que la operación fue exitosa pero no es así.,es,55_64,150107,WEB,,pendiente
COP-2026-0000114,SBS-005678,2026-05-01,CE,CREDITOS,AGENCIA,INCUMPLIMIENTO_CONTRATO,LOW,Se realizó un cargo no autorizado por S/ 237.45 en mi crédito el 2026-05-01. Solicito la reversa inmediata y revisión del estado de cuenta.,es,25_34,150133,AGENCIA,,pendiente
COP-2026-0000115,SBS-005678,2026-04-08,RUC,TARJETA_DEBITO,WEB,INCUMPLIMIENTO_CONTRATO,LOW,Solicité información sobre comisiones en mi tarjeta de débito el 2026-04-08. La información que me proporcionó COOPAC_DEMO_002 no coincide con lo que aparece en el contrato firmado.,es,55_64,150111,WEB,,pendiente
COP-2026-0000116,SBS-005678,2026-04-14,DNI,COOPAC,APP_MOVIL,CALIDAD_SERVICIO,CRITICAL,Mi cuenta de cooperativa reporta movimientos que yo no he realizado por un total de S/ 82.06. Reporté el caso por la app móvil pero no he recibido respuesta de COOPAC_DEMO_002.,es,35_44,040106,CAJERO,,pendiente
COP-2026-0000117,SBS-005678,2026-04-07,RUC,DEPOSITOS,AGENCIA,COBRO_INDEBIDO,HIGH,Mi reclamo previo no fue atendido por COOPAC_DEMO_002. Solicito una nueva revisión del caso relacionado con mi cuenta de depósitos y el cargo de S/ 37.78.,es,55_64,070101,POS,,pendiente
COP-2026-0000118,SBS-005678,2026-03-04,DNI,AFP_PENSIONES,APP_MOVIL,DEMORA_ATENCION,LOW,El 2026-03-04 realicé un retiro por la app móvil de 415.40 soles y nunca recibí el dinero. COOPAC_DEMO_002 dice que la operación fue exitosa pero no es así.,es,OVER_64,140101,CAJERO,,pendiente
COP-2026-0000119,SBS-005678,2026-02-22,DNI,TARJETA_CREDITO,AGENCIA,INCUMPLIMIENTO_CONTRATO,HIGH,Realicé una transferencia por agencia el 2026-02-22 por S/ 1711.81. El dinero salió de mi cuenta pero no llegó al destinatario.,es,UNDER_25,150101,POS,,pendiente
COP-2026-0000120,SBS-005678,2026-04-04,DNI,DEPOSITOS,AGENCIA,OPERACION_NO_RECONOCIDA,HIGH,Mi cuenta de depósitos reporta movimientos que yo no he realizado por un total de S/ 598.77. Reporté el caso por agencia pero no he recibido respuesta de COOPAC_DEMO_002.,es,OVER_64,140101,AGENCIA,,pendiente
COP-2026-0000121,SBS-005678,2026-05-06,CE,TARJETA_CREDITO,AGENCIA,CALIDAD_SERVICIO,MEDIUM,Hay una demora excesiva en la atención de mi solicitud sobre tarjeta de crédito. Llevo más de 30 días esperando respuesta sobre el cargo de 210.64.,es,OVER_64,070101,AGENCIA,,pendiente
COP-2026-0000122,SBS-005678,2026-05-09,DNI,SEGUROS,WEB,CALIDAD_SERVICIO,HIGH,El cobro de membresía anual en mi seguro por S/ 563.56 no estaba acordado. Pido la devolución y aclaración de los términos.,es,45_54,150107,APP_MOVIL,,pendiente
COP-2026-0000123,SBS-005678,2026-04-12,RUC,TARJETA_DEBITO,AGENCIA,DEMORA_ATENCION,HIGH,Hay una demora excesiva en la atención de mi solicitud sobre tarjeta de débito. Llevo más de 30 días esperando respuesta sobre el cargo de 470.37.,es,OVER_64,040106,APP_MOVIL,,pendiente
COP-2026-0000124,SBS-005678,2026-05-09,DNI,TARJETA_CREDITO,AGENCIA,INCUMPLIMIENTO_CONTRATO,HIGH,Realicé una transferencia por agencia el 2026-05-09 por S/ 193.17. El dinero salió de mi cuenta pero no llegó al destinatario.,es,55_64,150111,POS,,pendiente
COP-2026-0000125,SBS-005678,2026-02-28,DNI,TARJETA_DEBITO,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,HIGH,"La publicidad de mi tarjeta de débito prometía cero comisiones, pero el 2026-02-28 me cobraron S/ 1185.63 por mantenimiento. Esto es publicidad engañosa.",es,55_64,150115,CAJERO,,pendiente
COP-2026-0000126,SBS-005678,2026-05-19,PASAPORTE,CREDITOS,TELEFONO,CALIDAD_SERVICIO,MEDIUM,El día 2026-05-19 intenté realizar una operación de 2068.38 soles por la línea telefónica y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,UNDER_25,140101,CAJERO,,pendiente
COP-2026-0000127,SBS-005678,2026-04-13,DNI,SEGUROS,CORREO,COBRO_INDEBIDO,MEDIUM,Mi reclamo previo no fue atendido por COOPAC_DEMO_002. Solicito una nueva revisión del caso relacionado con mi seguro y el cargo de S/ 193.93.,es,UNDER_25,070101,APP_MOVIL,,pendiente
COP-2026-0000128,SBS-005678,2026-03-23,CE,CREDITOS,AGENCIA,INCUMPLIMIENTO_CONTRATO,CRITICAL,"COOPAC_DEMO_002 aplicó intereses no informados a mi crédito, lo que sumó S/ 1256.49 adicionales en el último estado de cuenta del 2026-03-23.",es,55_64,150107,POS,,pendiente
COP-2026-0000129,SBS-005678,2026-03-19,RUC,COOPAC,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,HIGH,Mi reclamo previo no fue atendido por COOPAC_DEMO_002. Solicito una nueva revisión del caso relacionado con mi cuenta de cooperativa y el cargo de S/ 1306.27.,es,35_44,150101,APP_MOVIL,,pendiente
COP-2026-0000130,SBS-005678,2026-05-06,DNI,OTRO,APP_MOVIL,OPERACION_NO_RECONOCIDA,HIGH,Me cancelaron mi producto bancario sin previo aviso el 2026-05-06. Necesito conocer los motivos y recuperar el saldo de 763.91 soles.,es,UNDER_25,150115,AGENCIA,,pendiente
COP-2026-0000131,SBS-005678,2026-03-19,CE,TARJETA_DEBITO,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,LOW,El cobro de membresía anual en mi tarjeta de débito por S/ 1239.50 no estaba acordado. Pido la devolución y aclaración de los términos.,es,25_34,040101,CAJERO,,pendiente
COP-2026-0000132,SBS-005678,2026-03-10,DNI,TARJETA_CREDITO,APP_MOVIL,DEMORA_ATENCION,HIGH,"La publicidad de mi tarjeta de crédito prometía cero comisiones, pero el 2026-03-10 me cobraron S/ 1200.10 por mantenimiento. Esto es publicidad engañosa.",es,OVER_64,150133,WEB,,pendiente
COP-2026-0000133,SBS-005678,2026-03-16,CE,DEPOSITOS,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,HIGH,Hay una demora excesiva en la atención de mi solicitud sobre cuenta de depósitos. Llevo más de 30 días esperando respuesta sobre el cargo de 1136.69.,es,25_34,150111,CAJERO,,pendiente
COP-2026-0000134,SBS-005678,2026-04-07,DNI,TARJETA_CREDITO,WEB,OPERACION_NO_RECONOCIDA,LOW,El día 2026-04-07 intenté realizar una operación de 66.62 soles por la web y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,35_44,140101,CAJERO,,pendiente
COP-2026-0000135,SBS-005678,2026-05-07,CE,TARJETA_CREDITO,AGENCIA,DEMORA_ATENCION,MEDIUM,Mi tarjeta de crédito reporta movimientos que yo no he realizado por un total de S/ 805.66. Reporté el caso por agencia pero no he recibido respuesta de COOPAC_DEMO_002.,es,35_44,150101,WEB,,pendiente
COP-2026-0000136,SBS-005678,2026-03-22,CE,CREDITOS,AGENCIA,INCUMPLIMIENTO_CONTRATO,HIGH,"La publicidad de mi crédito prometía cero comisiones, pero el 2026-03-22 me cobraron S/ 97.53 por mantenimiento. Esto es publicidad engañosa.",es,45_54,150115,AGENCIA,,pendiente
COP-2026-0000137,SBS-005678,2026-02-20,CE,TARJETA_DEBITO,WEB,COBRO_INDEBIDO,HIGH,Se realizó un cargo no autorizado por S/ 3857.59 en mi tarjeta de débito el 2026-02-20. Solicito la reversa inmediata y revisión del estado de cuenta.,es,UNDER_25,040106,AGENCIA,,pendiente
COP-2026-0000138,SBS-005678,2026-04-23,RUC,SEGUROS,TELEFONO,OPERACION_NO_RECONOCIDA,LOW,Solicité información sobre comisiones en mi seguro el 2026-04-23. La información que me proporcionó COOPAC_DEMO_002 no coincide con lo que aparece en el contrato firmado.,es,45_54,150101,APP_MOVIL,,pendiente
COP-2026-0000139,SBS-005678,2026-05-02,CE,CREDITOS,APP_MOVIL,COBRO_INDEBIDO,CRITICAL,Me cancelaron mi crédito sin previo aviso el 2026-05-02. Necesito conocer los motivos y recuperar el saldo de 226.11 soles.,es,55_64,150102,WEB,,pendiente
COP-2026-0000140,SBS-005678,2026-03-08,DNI,TARJETA_CREDITO,CORREO,INCUMPLIMIENTO_CONTRATO,MEDIUM,Se realizó un cargo no autorizado por S/ 1402.30 en mi tarjeta de crédito el 2026-03-08. Solicito la reversa inmediata y revisión del estado de cuenta.,es,OVER_64,070101,APP_MOVIL,,pendiente
COP-2026-0000141,SBS-005678,2026-03-14,RUC,TARJETA_DEBITO,APP_MOVIL,CALIDAD_SERVICIO,MEDIUM,"COOPAC_DEMO_002 aplicó intereses no informados a mi tarjeta de débito, lo que sumó S/ 529.57 adicionales en el último estado de cuenta del 2026-03-14.",es,25_34,150107,WEB,,pendiente
COP-2026-0000142,SBS-005678,2026-05-09,DNI,COOPAC,WEB,INCUMPLIMIENTO_CONTRATO,CRITICAL,"COOPAC_DEMO_002 aplicó intereses no informados a mi cuenta de cooperativa, lo que sumó S/ 545.30 adicionales en el último estado de cuenta del 2026-05-09.",es,25_34,040101,POS,,pendiente
COP-2026-0000143,SBS-005678,2026-04-07,RUC,CREDITOS,PRESENCIAL_SBS,COBRO_INDEBIDO,HIGH,Mi crédito reporta movimientos que yo no he realizado por un total de S/ 1744.49. Reporté el caso por presencial en SBS pero no he recibido respuesta de COOPAC_DEMO_002.,es,OVER_64,040101,WEB,,pendiente
COP-2026-0000144,SBS-005678,2026-03-11,DNI,AFP_PENSIONES,WEB,DEMORA_ATENCION,CRITICAL,Mi fondo de pensiones reporta movimientos que yo no he realizado por un total de S/ 107.32. Reporté el caso por la web pero no he recibido respuesta de COOPAC_DEMO_002.,es,UNDER_25,040106,POS,,pendiente
COP-2026-0000145,SBS-005678,2026-04-08,CE,SEGUROS,WEB,OPERACION_NO_RECONOCIDA,HIGH,El 2026-04-08 realicé un retiro por la web de 152.51 soles y nunca recibí el dinero. COOPAC_DEMO_002 dice que la operación fue exitosa pero no es así.,es,25_34,070101,APP_MOVIL,,pendiente
COP-2026-0000146,SBS-005678,2026-03-19,DNI,DEPOSITOS,APP_MOVIL,DEMORA_ATENCION,LOW,"COOPAC_DEMO_002 aplicó intereses no informados a mi cuenta de depósitos, lo que sumó S/ 2513.66 adicionales en el último estado de cuenta del 2026-03-19.",es,UNDER_25,150101,WEB,,pendiente
COP-2026-0000147,SBS-005678,2026-05-08,DNI,TARJETA_CREDITO,TELEFONO,INCUMPLIMIENTO_CONTRATO,HIGH,"La publicidad de mi tarjeta de crédito prometía cero comisiones, pero el 2026-05-08 me cobraron S/ 282.47 por mantenimiento. Esto es publicidad engañosa.",es,35_44,150133,CAJERO,,pendiente
COP-2026-0000148,SBS-005678,2026-04-17,DNI,SEGUROS,APP_MOVIL,OPERACION_NO_RECONOCIDA,MEDIUM,"COOPAC_DEMO_002 aplicó intereses no informados a mi seguro, lo que sumó S/ 566.71 adicionales en el último estado de cuenta del 2026-04-17.",es,35_44,040101,APP_MOVIL,,pendiente
COP-2026-0000149,SBS-005678,2026-03-25,CE,TARJETA_CREDITO,AGENCIA,INCUMPLIMIENTO_CONTRATO,MEDIUM,Mi tarjeta de crédito reporta movimientos que yo no he realizado por un total de S/ 408.70. Reporté el caso por agencia pero no he recibido respuesta de COOPAC_DEMO_002.,es,UNDER_25,150133,WEB,,pendiente
COP-2026-0000150,SBS-005678,2026-05-15,DNI,CREDITOS,CORREO,INCUMPLIMIENTO_CONTRATO,MEDIUM,Hay una demora excesiva en la atención de mi solicitud sobre crédito. Llevo más de 30 días esperando respuesta sobre el cargo de 116.58.,es,55_64,150115,WEB,,pendiente
COP-2026-0000151,SBS-005678,2026-04-06,DNI,DEPOSITOS,APP_MOVIL,COBRO_INDEBIDO,HIGH,El 2026-04-06 realicé un retiro por la app móvil de 574.27 soles y nunca recibí el dinero. COOPAC_DEMO_002 dice que la operación fue exitosa pero no es así.,es,OVER_64,150107,AGENCIA,,pendiente
COP-2026-0000152,SBS-005678,2026-04-29,DNI,CREDITOS,PRESENCIAL_SBS,OPERACION_NO_RECONOCIDA,HIGH,El día 2026-04-29 intenté realizar una operación de 278.88 soles por presencial en SBS y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,55_64,150102,WEB,,pendiente
COP-2026-0000153,SBS-005678,2026-03-20,RUC,SEGUROS,AGENCIA,CALIDAD_SERVICIO,LOW,"La publicidad de mi seguro prometía cero comisiones, pero el 2026-03-20 me cobraron S/ 146.19 por mantenimiento. Esto es publicidad engañosa.",es,55_64,040106,WEB,,pendiente
COP-2026-0000154,SBS-005678,2026-02-22,PASAPORTE,TARJETA_DEBITO,TELEFONO,CALIDAD_SERVICIO,CRITICAL,Me cancelaron mi tarjeta de débito sin previo aviso el 2026-02-22. Necesito conocer los motivos y recuperar el saldo de 272.54 soles.,es,UNDER_25,150133,CAJERO,,pendiente
COP-2026-0000155,SBS-005678,2026-03-05,RUC,SEGUROS,WEB,OPERACION_NO_RECONOCIDA,CRITICAL,El día 2026-03-05 intenté realizar una operación de 32.83 soles por la web y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,OVER_64,070101,CAJERO,,pendiente
COP-2026-0000156,SBS-005678,2026-03-04,CE,TARJETA_DEBITO,APP_MOVIL,COBRO_INDEBIDO,CRITICAL,Mi reclamo previo no fue atendido por COOPAC_DEMO_002. Solicito una nueva revisión del caso relacionado con mi tarjeta de débito y el cargo de S/ 295.44.,es,55_64,140101,CAJERO,,pendiente
COP-2026-0000157,SBS-005678,2026-02-26,PASAPORTE,DEPOSITOS,TELEFONO,CALIDAD_SERVICIO,LOW,"La publicidad de mi cuenta de depósitos prometía cero comisiones, pero el 2026-02-26 me cobraron S/ 117.18 por mantenimiento. Esto es publicidad engañosa.",es,UNDER_25,150111,AGENCIA,,pendiente
COP-2026-0000158,SBS-005678,2026-02-27,DNI,DEPOSITOS,OTRO,DEMORA_ATENCION,LOW,Realicé una transferencia por otro canal el 2026-02-27 por S/ 547.32. El dinero salió de mi cuenta pero no llegó al destinatario.,es,55_64,040101,CAJERO,,pendiente
COP-2026-0000159,SBS-005678,2026-03-06,PASAPORTE,TARJETA_CREDITO,APP_MOVIL,COBRO_INDEBIDO,MEDIUM,"La publicidad de mi tarjeta de crédito prometía cero comisiones, pero el 2026-03-06 me cobraron S/ 490.58 por mantenimiento. Esto es publicidad engañosa.",es,OVER_64,140101,POS,,pendiente
COP-2026-0000160,SBS-005678,2026-03-09,CE,DEPOSITOS,WEB,DEMORA_ATENCION,HIGH,Solicité información sobre comisiones en mi cuenta de depósitos el 2026-03-09. La información que me proporcionó COOPAC_DEMO_002 no coincide con lo que aparece en el contrato firmado.,es,UNDER_25,150107,POS,,pendiente
COP-2026-0000161,SBS-005678,2026-05-02,PASAPORTE,TARJETA_CREDITO,CORREO,CALIDAD_SERVICIO,MEDIUM,El día 2026-05-02 intenté realizar una operación de 142.72 soles por correo electrónico y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,OVER_64,150107,AGENCIA,,pendiente
COP-2026-0000162,SBS-005678,2026-04-29,RUC,DEPOSITOS,APP_MOVIL,COBRO_INDEBIDO,HIGH,"La publicidad de mi cuenta de depósitos prometía cero comisiones, pero el 2026-04-29 me cobraron S/ 485.86 por mantenimiento. Esto es publicidad engañosa.",es,25_34,150111,APP_MOVIL,,pendiente
COP-2026-0000163,SBS-005678,2026-05-04,CE,TARJETA_DEBITO,TELEFONO,DEMORA_ATENCION,LOW,Solicité información sobre comisiones en mi tarjeta de débito el 2026-05-04. La información que me proporcionó COOPAC_DEMO_002 no coincide con lo que aparece en el contrato firmado.,es,25_34,040101,POS,,pendiente
COP-2026-0000164,SBS-005678,2026-02-21,DNI,AFP_PENSIONES,TELEFONO,DEMORA_ATENCION,CRITICAL,Se realizó un cargo no autorizado por S/ 634.67 en mi fondo de pensiones el 2026-02-21. Solicito la reversa inmediata y revisión del estado de cuenta.,es,45_54,150133,WEB,,pendiente
COP-2026-0000165,SBS-005678,2026-04-03,RUC,CREDITOS,APP_MOVIL,DEMORA_ATENCION,LOW,Solicité información sobre comisiones en mi crédito el 2026-04-03. La información que me proporcionó COOPAC_DEMO_002 no coincide con lo que aparece en el contrato firmado.,es,25_34,040101,POS,,pendiente
COP-2026-0000166,SBS-005678,2026-03-07,PASAPORTE,TARJETA_CREDITO,AGENCIA,INCUMPLIMIENTO_CONTRATO,HIGH,El 2026-03-07 realicé un retiro por agencia de 998.04 soles y nunca recibí el dinero. COOPAC_DEMO_002 dice que la operación fue exitosa pero no es así.,es,45_54,150133,POS,,pendiente
COP-2026-0000167,SBS-005678,2026-05-03,DNI,TARJETA_CREDITO,APP_MOVIL,COBRO_INDEBIDO,MEDIUM,"COOPAC_DEMO_002 aplicó intereses no informados a mi tarjeta de crédito, lo que sumó S/ 1064.35 adicionales en el último estado de cuenta del 2026-05-03.",es,UNDER_25,150107,APP_MOVIL,,pendiente
COP-2026-0000168,SBS-005678,2026-05-16,CE,DEPOSITOS,TELEFONO,COBRO_INDEBIDO,MEDIUM,Solicité información sobre comisiones en mi cuenta de depósitos el 2026-05-16. La información que me proporcionó COOPAC_DEMO_002 no coincide con lo que aparece en el contrato firmado.,es,UNDER_25,150111,APP_MOVIL,,pendiente
COP-2026-0000169,SBS-005678,2026-03-23,RUC,DEPOSITOS,TELEFONO,CALIDAD_SERVICIO,HIGH,Mi reclamo previo no fue atendido por COOPAC_DEMO_002. Solicito una nueva revisión del caso relacionado con mi cuenta de depósitos y el cargo de S/ 838.69.,es,UNDER_25,150107,APP_MOVIL,,pendiente
COP-2026-0000170,SBS-005678,2026-03-11,DNI,TARJETA_CREDITO,AGENCIA,DEMORA_ATENCION,MEDIUM,Se realizó un cargo no autorizado por S/ 467.01 en mi tarjeta de crédito el 2026-03-11. Solicito la reversa inmediata y revisión del estado de cuenta.,es,55_64,150107,AGENCIA,,pendiente
COP-2026-0000171,SBS-005678,2026-03-02,PASAPORTE,DEPOSITOS,CORREO,INCUMPLIMIENTO_CONTRATO,LOW,Mi cuenta de depósitos reporta movimientos que yo no he realizado por un total de S/ 66.16. Reporté el caso por correo electrónico pero no he recibido respuesta de COOPAC_DEMO_002.,es,UNDER_25,140101,APP_MOVIL,,pendiente
COP-2026-0000172,SBS-005678,2026-04-19,CE,TARJETA_CREDITO,APP_MOVIL,COBRO_INDEBIDO,HIGH,Solicité información sobre comisiones en mi tarjeta de crédito el 2026-04-19. La información que me proporcionó COOPAC_DEMO_002 no coincide con lo que aparece en el contrato firmado.,es,UNDER_25,150115,WEB,,pendiente
COP-2026-0000173,SBS-005678,2026-03-06,DNI,TARJETA_CREDITO,WEB,INCUMPLIMIENTO_CONTRATO,HIGH,Se realizó un cargo no autorizado por S/ 1610.32 en mi tarjeta de crédito el 2026-03-06. Solicito la reversa inmediata y revisión del estado de cuenta.,es,35_44,150102,WEB,,pendiente
COP-2026-0000174,SBS-005678,2026-04-03,RUC,TARJETA_DEBITO,TELEFONO,DEMORA_ATENCION,CRITICAL,Hay una demora excesiva en la atención de mi solicitud sobre tarjeta de débito. Llevo más de 30 días esperando respuesta sobre el cargo de 3113.24.,es,25_34,040106,APP_MOVIL,,pendiente
COP-2026-0000175,SBS-005678,2026-03-23,CE,CREDITOS,WEB,OPERACION_NO_RECONOCIDA,MEDIUM,El 2026-03-23 realicé un retiro por la web de 69.05 soles y nunca recibí el dinero. COOPAC_DEMO_002 dice que la operación fue exitosa pero no es así.,es,45_54,070101,POS,,pendiente
COP-2026-0000176,SBS-005678,2026-04-19,PASAPORTE,TARJETA_CREDITO,AGENCIA,CALIDAD_SERVICIO,LOW,Realicé una transferencia por agencia el 2026-04-19 por S/ 100.62. El dinero salió de mi cuenta pero no llegó al destinatario.,es,25_34,150102,CAJERO,,pendiente
