complaint_id,institution_id,received_date,complainant_doc_type,product_category,channel,motivo_code,severity,description_text,description_language,complainant_age_range,complainant_district,submission_method,original_reference_id,resolution_status
FIN-2026-0000089,SBS-009012,2026-04-29,DNI,CREDITOS,WEB,INCUMPLIMIENTO_CONTRATO,HIGH,Realicé una transferencia por la web el 2026-04-29 por S/ 36.96. El dinero salió de mi cuenta pero no llegó al destinatario.,es,UNDER_25,040101,AGENCIA,,pendiente
FIN-2026-0000090,SBS-009012,2026-03-02,CE,COOPAC,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,MEDIUM,Me cancelaron mi cuenta de cooperativa sin previo aviso el 2026-03-02. Necesito conocer los motivos y recuperar el saldo de 1548.74 soles.,es,25_34,150107,CAJERO,,pendiente
FIN-2026-0000091,SBS-009012,2026-04-09,RUC,TARJETA_CREDITO,WEB,DEMORA_ATENCION,MEDIUM,Se realizó un cargo no autorizado por S/ 1725.28 en mi tarjeta de crédito el 2026-04-09. Solicito la reversa inmediata y revisión del estado de cuenta.,es,35_44,070101,APP_MOVIL,,pendiente
FIN-2026-0000092,SBS-009012,2026-04-12,CE,DEPOSITOS,WEB,INCUMPLIMIENTO_CONTRATO,HIGH,Se realizó un cargo no autorizado por S/ 2200.44 en mi cuenta de depósitos el 2026-04-12. Solicito la reversa inmediata y revisión del estado de cuenta.,es,UNDER_25,150111,APP_MOVIL,,pendiente
FIN-2026-0000093,SBS-009012,2026-04-21,RUC,DEPOSITOS,APP_MOVIL,DEMORA_ATENCION,HIGH,"FINANCIERA_DEMO_003 aplicó intereses no informados a mi cuenta de depósitos, lo que sumó S/ 179.58 adicionales en el último estado de cuenta del 2026-04-21.",es,UNDER_25,150115,CAJERO,,pendiente
FIN-2026-0000094,SBS-009012,2026-03-07,DNI,TARJETA_CREDITO,TELEFONO,CALIDAD_SERVICIO,MEDIUM,Mi reclamo previo no fue atendido por FINANCIERA_DEMO_003. Solicito una nueva revisión del caso relacionado con mi tarjeta de crédito y el cargo de S/ 145.32.,es,55_64,150111,CAJERO,,pendiente
FIN-2026-0000095,SBS-009012,2026-04-11,PASAPORTE,DEPOSITOS,CORREO,DEMORA_ATENCION,CRITICAL,"La publicidad de mi cuenta de depósitos prometía cero comisiones, pero el 2026-04-11 me cobraron S/ 166.53 por mantenimiento. Esto es publicidad engañosa.",es,55_64,150115,AGENCIA,,pendiente
FIN-2026-0000096,SBS-009012,2026-04-04,DNI,DEPOSITOS,WEB,COBRO_INDEBIDO,LOW,El 2026-04-04 realicé un retiro por la web de 203.86 soles y nunca recibí el dinero. FINANCIERA_DEMO_003 dice que la operación fue exitosa pero no es así.,es,45_54,150102,POS,,pendiente
FIN-2026-0000097,SBS-009012,2026-04-17,DNI,TARJETA_CREDITO,AGENCIA,COBRO_INDEBIDO,HIGH,Se realizó un cargo no autorizado por S/ 305.58 en mi tarjeta de crédito el 2026-04-17. Solicito la reversa inmediata y revisión del estado de cuenta.,es,45_54,040106,CAJERO,,pendiente
FIN-2026-0000098,SBS-009012,2026-04-03,DNI,SEGUROS,APP_MOVIL,CALIDAD_SERVICIO,HIGH,Mi reclamo previo no fue atendido por FINANCIERA_DEMO_003. Solicito una nueva revisión del caso relacionado con mi seguro y el cargo de S/ 1138.71.,es,55_64,150107,WEB,,pendiente
FIN-2026-0000099,SBS-009012,2026-05-07,PASAPORTE,DEPOSITOS,WEB,OPERACION_NO_RECONOCIDA,MEDIUM,El 2026-05-07 realicé un retiro por la web de 108.70 soles y nunca recibí el dinero. FINANCIERA_DEMO_003 dice que la operación fue exitosa pero no es así.,es,45_54,040101,POS,,pendiente
FIN-2026-0000100,SBS-009012,2026-05-01,CE,SEGUROS,AGENCIA,CALIDAD_SERVICIO,MEDIUM,Solicité información sobre comisiones en mi seguro el 2026-05-01. La información que me proporcionó FINANCIERA_DEMO_003 no coincide con lo que aparece en el contrato firmado.,es,25_34,150107,WEB,,pendiente
FIN-2026-0000101,SBS-009012,2026-02-21,DNI,DEPOSITOS,TELEFONO,COBRO_INDEBIDO,MEDIUM,Se realizó un cargo no autorizado por S/ 336.78 en mi cuenta de depósitos el 2026-02-21. Solicito la reversa inmediata y revisión del estado de cuenta.,es,25_34,150111,POS,,pendiente
FIN-2026-0000102,SBS-009012,2026-04-01,PASAPORTE,TARJETA_DEBITO,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,LOW,"La publicidad de mi tarjeta de débito prometía cero comisiones, pero el 2026-04-01 me cobraron S/ 437.68 por mantenimiento. Esto es publicidad engañosa.",es,25_34,040101,CAJERO,,pendiente
FIN-2026-0000103,SBS-009012,2026-05-14,DNI,CREDITOS,AGENCIA,CALIDAD_SERVICIO,HIGH,El 2026-05-14 realicé un retiro por agencia de 338.60 soles y nunca recibí el dinero. FINANCIERA_DEMO_003 dice que la operación fue exitosa pero no es así.,es,OVER_64,150102,WEB,,pendiente
FIN-2026-0000104,SBS-009012,2026-02-28,CE,TARJETA_CREDITO,WEB,DEMORA_ATENCION,MEDIUM,"FINANCIERA_DEMO_003 aplicó intereses no informados a mi tarjeta de crédito, lo que sumó S/ 586.09 adicionales en el último estado de cuenta del 2026-02-28.",es,35_44,150133,CAJERO,,pendiente
FIN-2026-0000105,SBS-009012,2026-05-04,RUC,TARJETA_DEBITO,AGENCIA,DEMORA_ATENCION,LOW,Mi reclamo previo no fue atendido por FINANCIERA_DEMO_003. Solicito una nueva revisión del caso relacionado con mi tarjeta de débito y el cargo de S/ 140.03.,es,25_34,040101,POS,,pendiente
FIN-2026-0000106,SBS-009012,2026-03-23,DNI,CREDITOS,AGENCIA,CALIDAD_SERVICIO,MEDIUM,Se realizó un cargo no autorizado por S/ 202.74 en mi crédito el 2026-03-23. Solicito la reversa inmediata y revisión del estado de cuenta.,es,55_64,040106,APP_MOVIL,,pendiente
FIN-2026-0000107,SBS-009012,2026-03-07,CE,DEPOSITOS,AGENCIA,CALIDAD_SERVICIO,LOW,Hay una demora excesiva en la atención de mi solicitud sobre cuenta de depósitos. Llevo más de 30 días esperando respuesta sobre el cargo de 2941.37.,es,25_34,150107,WEB,,pendiente
FIN-2026-0000108,SBS-009012,2026-04-20,RUC,AFP_PENSIONES,APP_MOVIL,OPERACION_NO_RECONOCIDA,HIGH,Se realizó un cargo no autorizado por S/ 1331.77 en mi fondo de pensiones el 2026-04-20. Solicito la reversa inmediata y revisión del estado de cuenta.,es,OVER_64,150133,AGENCIA,,pendiente
FIN-2026-0000109,SBS-009012,2026-03-19,RUC,SEGUROS,TELEFONO,OPERACION_NO_RECONOCIDA,CRITICAL,Se realizó un cargo no autorizado por S/ 245.69 en mi seguro el 2026-03-19. Solicito la reversa inmediata y revisión del estado de cuenta.,es,45_54,150111,POS,,pendiente
FIN-2026-0000110,SBS-009012,2026-04-07,CE,CREDITOS,TELEFONO,OPERACION_NO_RECONOCIDA,CRITICAL,"FINANCIERA_DEMO_003 aplicó intereses no informados a mi crédito, lo que sumó S/ 199.42 adicionales en el último estado de cuenta del 2026-04-07.",es,OVER_64,150111,POS,,pendiente
FIN-2026-0000111,SBS-009012,2026-03-18,DNI,COOPAC,WEB,INCUMPLIMIENTO_CONTRATO,CRITICAL,El día 2026-03-18 intenté realizar una operación de 331.15 soles por la web y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,35_44,070101,WEB,,pendiente
FIN-2026-0000112,SBS-009012,2026-02-20,DNI,DEPOSITOS,TELEFONO,CALIDAD_SERVICIO,HIGH,Realicé una transferencia por la línea telefónica el 2026-02-20 por S/ 61.99. El dinero salió de mi cuenta pero no llegó al destinatario.,es,UNDER_25,140101,WEB,,pendiente
FIN-2026-0000113,SBS-009012,2026-04-30,CE,TARJETA_DEBITO,WEB,INCUMPLIMIENTO_CONTRATO,HIGH,Realicé una transferencia por la web el 2026-04-30 por S/ 153.62. El dinero salió de mi cuenta pero no llegó al destinatario.,es,45_54,040106,AGENCIA,,pendiente
FIN-2026-0000114,SBS-009012,2026-03-16,CE,TARJETA_CREDITO,CORREO,OPERACION_NO_RECONOCIDA,LOW,El día 2026-03-16 intenté realizar una operación de 160.16 soles por correo electrónico y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,UNDER_25,140101,AGENCIA,,pendiente
FIN-2026-0000115,SBS-009012,2026-03-18,PASAPORTE,CREDITOS,TELEFONO,OPERACION_NO_RECONOCIDA,HIGH,Hay una demora excesiva en la atención de mi solicitud sobre crédito. Llevo más de 30 días esperando respuesta sobre el cargo de 604.23.,es,45_54,140101,WEB,,pendiente
FIN-2026-0000116,SBS-009012,2026-04-14,RUC,OTRO,APP_MOVIL,OPERACION_NO_RECONOCIDA,MEDIUM,Mi reclamo previo no fue atendido por FINANCIERA_DEMO_003. Solicito una nueva revisión del caso relacionado con mi producto bancario y el cargo de S/ 55.43.,es,UNDER_25,150107,AGENCIA,,pendiente
FIN-2026-0000117,SBS-009012,2026-03-13,DNI,CREDITOS,WEB,INCUMPLIMIENTO_CONTRATO,CRITICAL,"La publicidad de mi crédito prometía cero comisiones, pero el 2026-03-13 me cobraron S/ 41.10 por mantenimiento. Esto es publicidad engañosa.",es,45_54,150101,APP_MOVIL,,pendiente
FIN-2026-0000118,SBS-009012,2026-02-22,DNI,CREDITOS,WEB,OPERACION_NO_RECONOCIDA,LOW,Mi reclamo previo no fue atendido por FINANCIERA_DEMO_003. Solicito una nueva revisión del caso relacionado con mi crédito y el cargo de S/ 709.01.,es,45_54,150101,AGENCIA,,pendiente
FIN-2026-0000119,SBS-009012,2026-05-20,DNI,SEGUROS,WEB,CALIDAD_SERVICIO,CRITICAL,Hay una demora excesiva en la atención de mi solicitud sobre seguro. Llevo más de 30 días esperando respuesta sobre el cargo de 1000.34.,es,55_64,150101,AGENCIA,,pendiente
FIN-2026-0000120,SBS-009012,2026-04-23,RUC,DEPOSITOS,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,HIGH,El cobro de membresía anual en mi cuenta de depósitos por S/ 267.15 no estaba acordado. Pido la devolución y aclaración de los términos.,es,UNDER_25,150115,CAJERO,,pendiente
FIN-2026-0000121,SBS-009012,2026-05-20,DNI,TARJETA_CREDITO,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,LOW,Mi tarjeta de crédito reporta movimientos que yo no he realizado por un total de S/ 937.39. Reporté el caso por la app móvil pero no he recibido respuesta de FINANCIERA_DEMO_003.,es,25_34,150133,AGENCIA,,pendiente
FIN-2026-0000122,SBS-009012,2026-03-13,DNI,TARJETA_CREDITO,WEB,OPERACION_NO_RECONOCIDA,HIGH,Solicité información sobre comisiones en mi tarjeta de crédito el 2026-03-13. La información que me proporcionó FINANCIERA_DEMO_003 no coincide con lo que aparece en el contrato firmado.,es,25_34,040106,WEB,,pendiente
FIN-2026-0000123,SBS-009012,2026-03-28,DNI,TARJETA_CREDITO,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,CRITICAL,Me cancelaron mi tarjeta de crédito sin previo aviso el 2026-03-28. Necesito conocer los motivos y recuperar el saldo de 910.39 soles.,es,UNDER_25,150115,POS,,pendiente
FIN-2026-0000124,SBS-009012,2026-05-12,PASAPORTE,DEPOSITOS,WEB,COBRO_INDEBIDO,CRITICAL,"FINANCIERA_DEMO_003 aplicó intereses no informados a mi cuenta de depósitos, lo que sumó S/ 811.69 adicionales en el último estado de cuenta del 2026-05-12.",es,35_44,150133,APP_MOVIL,,pendiente
FIN-2026-0000125,SBS-009012,2026-05-08,DNI,COOPAC,APP_MOVIL,OPERACION_NO_RECONOCIDA,HIGH,Solicité información sobre comisiones en mi cuenta de cooperativa el 2026-05-08. La información que me proporcionó FINANCIERA_DEMO_003 no coincide con lo que aparece en el contrato firmado.,es,35_44,070101,POS,,pendiente
FIN-2026-0000126,SBS-009012,2026-03-04,DNI,TARJETA_CREDITO,WEB,INCUMPLIMIENTO_CONTRATO,HIGH,El día 2026-03-04 intenté realizar una operación de 187.68 soles por la web y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,55_64,150102,APP_MOVIL,,pendiente
FIN-2026-0000127,SBS-009012,2026-03-26,RUC,CREDITOS,CORREO,CALIDAD_SERVICIO,MEDIUM,"La publicidad de mi crédito prometía cero comisiones, pero el 2026-03-26 me cobraron S/ 254.98 por mantenimiento. Esto es publicidad engañosa.",es,45_54,140101,AGENCIA,,pendiente
FIN-2026-0000128,SBS-009012,2026-04-05,CE,CREDITOS,TELEFONO,CALIDAD_SERVICIO,HIGH,"FINANCIERA_DEMO_003 aplicó intereses no informados a mi crédito, lo que sumó S/ 527.20 adicionales en el último estado de cuenta del 2026-04-05.",es,25_34,150115,WEB,,pendiente
FIN-2026-0000129,SBS-009012,2026-05-04,RUC,SEGUROS,APP_MOVIL,CALIDAD_SERVICIO,HIGH,Hay una demora excesiva en la atención de mi solicitud sobre seguro. Llevo más de 30 días esperando respuesta sobre el cargo de 776.16.,es,UNDER_25,150111,POS,,pendiente
FIN-2026-0000130,SBS-009012,2026-03-13,RUC,CREDITOS,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,CRITICAL,Se realizó un cargo no autorizado por S/ 502.59 en mi crédito el 2026-03-13. Solicito la reversa inmediata y revisión del estado de cuenta.,es,55_64,070101,APP_MOVIL,,pendiente
FIN-2026-0000131,SBS-009012,2026-05-05,PASAPORTE,TARJETA_CREDITO,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,HIGH,Realicé una transferencia por la app móvil el 2026-05-05 por S/ 646.19. El dinero salió de mi cuenta pero no llegó al destinatario.,es,OVER_64,150102,AGENCIA,,pendiente
FIN-2026-0000132,SBS-009012,2026-04-21,DNI,TARJETA_CREDITO,AGENCIA,DEMORA_ATENCION,CRITICAL,El cobro de membresía anual en mi tarjeta de crédito por S/ 130.90 no estaba acordado. Pido la devolución y aclaración de los términos.,es,45_54,040101,POS,,pendiente
FIN-2026-0000133,SBS-009012,2026-05-20,RUC,CREDITOS,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,LOW,Se realizó un cargo no autorizado por S/ 1608.77 en mi crédito el 2026-05-20. Solicito la reversa inmediata y revisión del estado de cuenta.,es,25_34,070101,POS,,pendiente
FIN-2026-0000134,SBS-009012,2026-03-10,DNI,CREDITOS,CORREO,COBRO_INDEBIDO,LOW,Realicé una transferencia por correo electrónico el 2026-03-10 por S/ 119.92. El dinero salió de mi cuenta pero no llegó al destinatario.,es,35_44,040101,CAJERO,,pendiente
FIN-2026-0000135,SBS-009012,2026-04-14,CE,DEPOSITOS,APP_MOVIL,DEMORA_ATENCION,MEDIUM,Me cancelaron mi cuenta de depósitos sin previo aviso el 2026-04-14. Necesito conocer los motivos y recuperar el saldo de 164.50 soles.,es,OVER_64,040101,APP_MOVIL,,pendiente
FIN-2026-0000136,SBS-009012,2026-04-25,DNI,CREDITOS,AGENCIA,OPERACION_NO_RECONOCIDA,HIGH,El cobro de membresía anual en mi crédito por S/ 871.39 no estaba acordado. Pido la devolución y aclaración de los términos.,es,45_54,150107,WEB,,pendiente
FIN-2026-0000137,SBS-009012,2026-05-16,RUC,DEPOSITOS,WEB,OPERACION_NO_RECONOCIDA,MEDIUM,Mi cuenta de depósitos reporta movimientos que yo no he realizado por un total de S/ 628.48. Reporté el caso por la web pero no he recibido respuesta de FINANCIERA_DEMO_003.,es,35_44,040106,POS,,pendiente
FIN-2026-0000138,SBS-009012,2026-02-24,DNI,TARJETA_DEBITO,APP_MOVIL,OPERACION_NO_RECONOCIDA,CRITICAL,Me cancelaron mi tarjeta de débito sin previo aviso el 2026-02-24. Necesito conocer los motivos y recuperar el saldo de 220.48 soles.,es,OVER_64,150111,AGENCIA,,pendiente
FIN-2026-0000139,SBS-009012,2026-02-26,DNI,SEGUROS,TELEFONO,INCUMPLIMIENTO_CONTRATO,LOW,El cobro de membresía anual en mi seguro por S/ 294.25 no estaba acordado. Pido la devolución y aclaración de los términos.,es,OVER_64,150107,WEB,,pendiente
FIN-2026-0000140,SBS-009012,2026-03-02,PASAPORTE,SEGUROS,WEB,CALIDAD_SERVICIO,LOW,Me cancelaron mi seguro sin previo aviso el 2026-03-02. Necesito conocer los motivos y recuperar el saldo de 1383.82 soles.,es,55_64,150111,CAJERO,,pendiente
FIN-2026-0000141,SBS-009012,2026-04-02,PASAPORTE,DEPOSITOS,AGENCIA,COBRO_INDEBIDO,CRITICAL,El 2026-04-02 realicé un retiro por agencia de 633.75 soles y nunca recibí el dinero. FINANCIERA_DEMO_003 dice que la operación fue exitosa pero no es así.,es,25_34,150101,APP_MOVIL,,pendiente
FIN-2026-0000142,SBS-009012,2026-03-15,CE,DEPOSITOS,CORREO,CALIDAD_SERVICIO,HIGH,El 2026-03-15 realicé un retiro por correo electrónico de 227.79 soles y nunca recibí el dinero. FINANCIERA_DEMO_003 dice que la operación fue exitosa pero no es así.,es,OVER_64,070101,CAJERO,,pendiente
FIN-2026-0000143,SBS-009012,2026-05-08,DNI,CREDITOS,CORREO,CALIDAD_SERVICIO,HIGH,Realicé una transferencia por correo electrónico el 2026-05-08 por S/ 544.37. El dinero salió de mi cuenta pero no llegó al destinatario.,es,UNDER_25,150101,APP_MOVIL,,pendiente
FIN-2026-0000144,SBS-009012,2026-03-02,CE,TARJETA_CREDITO,APP_MOVIL,DEMORA_ATENCION,CRITICAL,Mi tarjeta de crédito reporta movimientos que yo no he realizado por un total de S/ 418.38. Reporté el caso por la app móvil pero no he recibido respuesta de FINANCIERA_DEMO_003.,es,OVER_64,040106,WEB,,pendiente
FIN-2026-0000145,SBS-009012,2026-05-15,DNI,TARJETA_CREDITO,APP_MOVIL,DEMORA_ATENCION,HIGH,"FINANCIERA_DEMO_003 aplicó intereses no informados a mi tarjeta de crédito, lo que sumó S/ 223.87 adicionales en el último estado de cuenta del 2026-05-15.",es,35_44,070101,POS,,pendiente
FIN-2026-0000146,SBS-009012,2026-02-21,RUC,TARJETA_CREDITO,AGENCIA,CALIDAD_SERVICIO,MEDIUM,El día 2026-02-21 intenté realizar una operación de 160.91 soles por agencia y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,55_64,040106,AGENCIA,,pendiente
FIN-2026-0000147,SBS-009012,2026-05-19,CE,DEPOSITOS,APP_MOVIL,COBRO_INDEBIDO,CRITICAL,Hay una demora excesiva en la atención de mi solicitud sobre cuenta de depósitos. Llevo más de 30 días esperando respuesta sobre el cargo de 448.60.,es,35_44,150111,AGENCIA,,pendiente
FIN-2026-0000148,SBS-009012,2026-04-26,CE,CREDITOS,TELEFONO,CALIDAD_SERVICIO,MEDIUM,"La publicidad de mi crédito prometía cero comisiones, pero el 2026-04-26 me cobraron S/ 82.60 por mantenimiento. Esto es publicidad engañosa.",es,UNDER_25,150115,WEB,,pendiente
FIN-2026-0000149,SBS-009012,2026-04-04,DNI,COOPAC,WEB,COBRO_INDEBIDO,MEDIUM,Se realizó un cargo no autorizado por S/ 1257.05 en mi cuenta de cooperativa el 2026-04-04. Solicito la reversa inmediata y revisión del estado de cuenta.,es,35_44,040101,APP_MOVIL,,pendiente
FIN-2026-0000150,SBS-009012,2026-03-29,CE,TARJETA_DEBITO,WEB,INCUMPLIMIENTO_CONTRATO,CRITICAL,Realicé una transferencia por la web el 2026-03-29 por S/ 2355.88. El dinero salió de mi cuenta pero no llegó al destinatario.,es,55_64,150101,CAJERO,,pendiente
FIN-2026-0000151,SBS-009012,2026-02-20,RUC,DEPOSITOS,TELEFONO,CALIDAD_SERVICIO,CRITICAL,Realicé una transferencia por la línea telefónica el 2026-02-20 por S/ 122.56. El dinero salió de mi cuenta pero no llegó al destinatario.,es,55_64,150111,POS,,pendiente
FIN-2026-0000152,SBS-009012,2026-02-20,RUC,TARJETA_DEBITO,APP_MOVIL,COBRO_INDEBIDO,HIGH,Me cancelaron mi tarjeta de débito sin previo aviso el 2026-02-20. Necesito conocer los motivos y recuperar el saldo de 109.16 soles.,es,OVER_64,150101,CAJERO,,pendiente
FIN-2026-0000153,SBS-009012,2026-05-17,DNI,CREDITOS,AGENCIA,OPERACION_NO_RECONOCIDA,CRITICAL,Me cancelaron mi crédito sin previo aviso el 2026-05-17. Necesito conocer los motivos y recuperar el saldo de 8895.13 soles.,es,35_44,040106,WEB,,pendiente
FIN-2026-0000154,SBS-009012,2026-04-19,RUC,TARJETA_DEBITO,WEB,CALIDAD_SERVICIO,CRITICAL,El 2026-04-19 realicé un retiro por la web de 81.34 soles y nunca recibí el dinero. FINANCIERA_DEMO_003 dice que la operación fue exitosa pero no es así.,es,OVER_64,150115,APP_MOVIL,,pendiente
FIN-2026-0000155,SBS-009012,2026-04-26,DNI,CREDITOS,TELEFONO,COBRO_INDEBIDO,CRITICAL,"La publicidad de mi crédito prometía cero comisiones, pero el 2026-04-26 me cobraron S/ 243.88 por mantenimiento. Esto es publicidad engañosa.",es,55_64,040101,CAJERO,,pendiente
FIN-2026-0000156,SBS-009012,2026-02-21,DNI,CREDITOS,AGENCIA,OPERACION_NO_RECONOCIDA,LOW,"La publicidad de mi crédito prometía cero comisiones, pero el 2026-02-21 me cobraron S/ 1954.29 por mantenimiento. Esto es publicidad engañosa.",es,45_54,150115,AGENCIA,,pendiente
FIN-2026-0000157,SBS-009012,2026-04-04,RUC,TARJETA_CREDITO,AGENCIA,OPERACION_NO_RECONOCIDA,HIGH,Mi tarjeta de crédito reporta movimientos que yo no he realizado por un total de S/ 128.63. Reporté el caso por agencia pero no he recibido respuesta de FINANCIERA_DEMO_003.,es,55_64,040106,CAJERO,,pendiente
FIN-2026-0000158,SBS-009012,2026-04-07,RUC,TARJETA_CREDITO,WEB,DEMORA_ATENCION,HIGH,"La publicidad de mi tarjeta de crédito prometía cero comisiones, pero el 2026-04-07 me cobraron S/ 79.19 por mantenimiento. Esto es publicidad engañosa.",es,55_64,140101,APP_MOVIL,,pendiente
FIN-2026-0000159,SBS-009012,2026-04-05,RUC,SEGUROS,TELEFONO,DEMORA_ATENCION,HIGH,Se realizó un cargo no autorizado por S/ 210.08 en mi seguro el 2026-04-05. Solicito la reversa inmediata y revisión del estado de cuenta.,es,55_64,140101,POS,,pendiente
FIN-2026-0000160,SBS-009012,2026-02-26,RUC,TARJETA_CREDITO,AGENCIA,INCUMPLIMIENTO_CONTRATO,LOW,Realicé una transferencia por agencia el 2026-02-26 por S/ 1697.03. El dinero salió de mi cuenta pero no llegó al destinatario.,es,55_64,150111,CAJERO,,pendiente
FIN-2026-0000161,SBS-009012,2026-03-25,CE,TARJETA_CREDITO,APP_MOVIL,CALIDAD_SERVICIO,HIGH,El cobro de membresía anual en mi tarjeta de crédito por S/ 151.47 no estaba acordado. Pido la devolución y aclaración de los términos.,es,45_54,150107,CAJERO,,pendiente
FIN-2026-0000162,SBS-009012,2026-03-27,CE,DEPOSITOS,APP_MOVIL,DEMORA_ATENCION,HIGH,Mi cuenta de depósitos reporta movimientos que yo no he realizado por un total de S/ 491.86. Reporté el caso por la app móvil pero no he recibido respuesta de FINANCIERA_DEMO_003.,es,25_34,150115,AGENCIA,,pendiente
FIN-2026-0000163,SBS-009012,2026-03-25,PASAPORTE,CREDITOS,OTRO,INCUMPLIMIENTO_CONTRATO,CRITICAL,"FINANCIERA_DEMO_003 aplicó intereses no informados a mi crédito, lo que sumó S/ 507.79 adicionales en el último estado de cuenta del 2026-03-25.",es,45_54,040106,CAJERO,,pendiente
FIN-2026-0000164,SBS-009012,2026-05-01,PASAPORTE,TARJETA_DEBITO,APP_MOVIL,CALIDAD_SERVICIO,LOW,Hay una demora excesiva en la atención de mi solicitud sobre tarjeta de débito. Llevo más de 30 días esperando respuesta sobre el cargo de 343.71.,es,55_64,070101,POS,,pendiente
FIN-2026-0000165,SBS-009012,2026-02-25,DNI,CREDITOS,AGENCIA,OPERACION_NO_RECONOCIDA,HIGH,Realicé una transferencia por agencia el 2026-02-25 por S/ 934.02. El dinero salió de mi cuenta pero no llegó al destinatario.,es,25_34,150107,POS,,pendiente
FIN-2026-0000166,SBS-009012,2026-03-22,DNI,DEPOSITOS,AGENCIA,COBRO_INDEBIDO,HIGH,El cobro de membresía anual en mi cuenta de depósitos por S/ 1643.50 no estaba acordado. Pido la devolución y aclaración de los términos.,es,55_64,150115,WEB,,pendiente
FIN-2026-0000167,SBS-009012,2026-04-15,DNI,DEPOSITOS,APP_MOVIL,CALIDAD_SERVICIO,HIGH,"FINANCIERA_DEMO_003 aplicó intereses no informados a mi cuenta de depósitos, lo que sumó S/ 823.94 adicionales en el último estado de cuenta del 2026-04-15.",es,45_54,040106,CAJERO,,pendiente
FIN-2026-0000168,SBS-009012,2026-03-19,PASAPORTE,TARJETA_CREDITO,APP_MOVIL,DEMORA_ATENCION,HIGH,Realicé una transferencia por la app móvil el 2026-03-19 por S/ 235.34. El dinero salió de mi cuenta pero no llegó al destinatario.,es,35_44,150101,CAJERO,,pendiente
FIN-2026-0000169,SBS-009012,2026-02-22,RUC,TARJETA_CREDITO,TELEFONO,DEMORA_ATENCION,HIGH,El día 2026-02-22 intenté realizar una operación de 120.23 soles por la línea telefónica y el sistema mostró un error. La operación nunca se completó pero el monto fue descontado.,es,55_64,070101,WEB,,pendiente
FIN-2026-0000170,SBS-009012,2026-05-14,DNI,DEPOSITOS,APP_MOVIL,DEMORA_ATENCION,HIGH,"FINANCIERA_DEMO_003 aplicó intereses no informados a mi cuenta de depósitos, lo que sumó S/ 98.85 adicionales en el último estado de cuenta del 2026-05-14.",es,25_34,140101,CAJERO,,pendiente
FIN-2026-0000171,SBS-009012,2026-02-23,PASAPORTE,DEPOSITOS,CORREO,INCUMPLIMIENTO_CONTRATO,MEDIUM,El 2026-02-23 realicé un retiro por correo electrónico de 556.98 soles y nunca recibí el dinero. FINANCIERA_DEMO_003 dice que la operación fue exitosa pero no es así.,es,35_44,150111,WEB,,pendiente
FIN-2026-0000172,SBS-009012,2026-03-04,CE,CREDITOS,APP_MOVIL,DEMORA_ATENCION,HIGH,Me cancelaron mi crédito sin previo aviso el 2026-03-04. Necesito conocer los motivos y recuperar el saldo de 858.16 soles.,es,45_54,150102,APP_MOVIL,,pendiente
FIN-2026-0000173,SBS-009012,2026-04-04,PASAPORTE,TARJETA_CREDITO,AGENCIA,COBRO_INDEBIDO,HIGH,Realicé una transferencia por agencia el 2026-04-04 por S/ 2075.06. El dinero salió de mi cuenta pero no llegó al destinatario.,es,UNDER_25,150133,APP_MOVIL,,pendiente
FIN-2026-0000174,SBS-009012,2026-03-25,PASAPORTE,CREDITOS,APP_MOVIL,OPERACION_NO_RECONOCIDA,HIGH,El 2026-03-25 realicé un retiro por la app móvil de 229.24 soles y nunca recibí el dinero. FINANCIERA_DEMO_003 dice que la operación fue exitosa pero no es así.,es,55_64,150111,POS,,pendiente
FIN-2026-0000175,SBS-009012,2026-04-20,DNI,CREDITOS,APP_MOVIL,INCUMPLIMIENTO_CONTRATO,MEDIUM,"La publicidad de mi crédito prometía cero comisiones, pero el 2026-04-20 me cobraron S/ 538.78 por mantenimiento. Esto es publicidad engañosa.",es,UNDER_25,150101,POS,,pendiente
FIN-2026-0000176,SBS-009012,2026-04-17,RUC,CREDITOS,WEB,DEMORA_ATENCION,HIGH,"FINANCIERA_DEMO_003 aplicó intereses no informados a mi crédito, lo que sumó S/ 1190.97 adicionales en el último estado de cuenta del 2026-04-17.",es,55_64,150115,POS,,pendiente
FIN-2026-0000177,SBS-009012,2026-05-19,RUC,TARJETA_DEBITO,CORREO,DEMORA_ATENCION,HIGH,Mi tarjeta de débito reporta movimientos que yo no he realizado por un total de S/ 1655.54. Reporté el caso por correo electrónico pero no he recibido respuesta de FINANCIERA_DEMO_003.,es,55_64,040106,APP_MOVIL,,pendiente
